|Index|Comment|Positive
919|919|Major Dickinsons blend is awesome.|1
920|920|Delicious!|1
921|921|Excellent|1
922|922|Very full taste and great aroma when brewing.|1
923|923|Great tasting coffee!|1
924|924|Love Peets!|1
925|925|Great coffee|1
926|926|Really nice, mild and flavorful coffee.|1
927|927|Yummy|1
928|928|Nice taste|1
929|929|For some reason 8 O'Clock coffee is not currently supplying my favorite whole bean Italian roast lately, so I tried this version. Frankly it is not very robust and lacks full bodied flavor. I didn't even finsh the whole package before I switched to Starbucks French Roast instead. That one is pretty good.Peter|0
930|930|Great coffee|1
931|931|fresh|1
932|932|Good tasting coffee|1
933|933|Excellent!|1
934|934|Great coffee!|1
935|935|The best coffee I've tried.|1
936|936|Best coffee in world|1
937|937|This had great flavor, especially for a decaf.|1
938|938|Delicious, Rich, full bodied coffee. Among the very best!|1
939|939|I ordered two orders and both times the coffee had no scent....just called peets in berkeley , they shipped me 4 bags and it is great....the original great coffee....before starbucks....no comparison.....PEETS is the very best....|0
940|940|when I stayed in SF last yr, I exprienced this coffee, I was so touched by it. Since that time, I have ordered it many times,|1
941|941|Great tasting coffee - full bodied.|1
942|942|Peet's Domingo  is a perfect medium roast.  As I get older the taste of the dark roasts are not as appealing as they once were but not quite ready for the weaker light roasts.  This roast is not bitter and has a nice after taste. I find this roast slightly better than Starbucks Pike roast. I highly recommend this coffee.|1
943|943|I thought coffee was coffee until I tried Peet's. There is no comparison! Thank you for a bright start to my day.|1
944|944|This is great coffee|1
945|945|bought different kinds of coffee for 40 years.  even 70.00 a lb Jamaica Blue Mountain.....it was a gift but still not what I was looking for.  Saw Peet's in the store for the 1st time a few years ago and it ended my search.  Absolutly love it.  There is no better coffee for my money.|1
946|946|Very good. Will purchse again|1
947|947|love the smooth taste.|1
948|948|My rating is for the Costa Rica blend. It was harsh, bitter, absolutely disgusting. In addition to the poor taste, the coffee also tasted as if the grounds were either really old, or hadn’t been properly sealed despite the bag being closed.I normally like peets coffee, but this blend was atrocious. Zero notes of molasses, black currant, or any sweetness whatsoever.|0
949|949|The absolute best in coffee...full body and flavor without being overpowering|1
950|950|The coffee was as expected BUT THE BAG HAD BEEN SLIT AND PLACED INSIDE ANOTHER PLASTIC BAG. I really think that one should have been trashed and replaced with an intact bag. My poor husband was trying to help and he had already made me two pots of coffee when he told me what had happened. NOT HAPPY|0
951|951|Big Bang was not to my liking. I brewed it many ways and with various ratios of water to grounds and never hit a sweet spot. It was without any memorable flavor and was best with whole milk added. Thst is not how I like my coffee. Black it was awful.|0
952|952|Great coffee!|1
953|953|Everybody loves my Mr. Peets coffee.|1
954|954|Delicious! The price was as good as buying in the grocery store but, shipped to your door!  Very good flavor and I will definitely buy it again.|1
955|955|Amazing|1
956|956|trial, it was good|1
957|957|Thank you Amazon for the subscribe and saving (is that a verb now?) Peets Italian Roast! It is the energy source in our house and nothing else will do. Unfortunately it is an expensive habit, but SnS allows us to spend $6.99 a bag! Yes, thank you...We will take 4 every month. Thank you. Thank you!|1
958|958|seller excellent, goods qualitative|1
959|959|Not very strong for my taste. For a reference I am used to having Starbucks French Roast. This is not nearly as strong, beans are brown compared to SB black. I ended up mixing the beans in with SB, but wont be purchasing this again. Still looking for a strong SB FR replacement.|0
960|960|We wanted to like this coffee very much. It was suggested to us by a former boutique wine and coffee shop employee, and we have always liked her advice. It is just not tasty; the taste would make me want to give up coffee.|0
961|961|I did not enjoy this coffee at all. Peet’s is usually a safe bet, but I would not recommend this flavor at all. I couldn’t figure out why the flavor was so harsh and not flavorful. I think maybe the citrus blend makes it so acidic. I’m not really an expert, so I don’t know. I’m looking forward to trying their other blends.|0
962|962|Its always just perfect.|1
963|963|Just great coffee!|1
964|964|Great coffee!!|1
965|965|Perfect!!!!|1
966|966|I am a newer coffee drinker and I don't want to always habe to add items to coffee to drink it. This is not very bitter and it does not have a burnt taste as some coffees do so I can deink it black and for a treat add in extras if wanted|1
967|967|Great price|1
968|968|Given the price per pound and the bland, but heavy flavor, I would not buy this again. The grind is very powdery, so you're going to get an extended brew process since the water pools in the filter, and there's absolutely nothing special about the flavor. Seriously, there are much less expensive coffees that are way better.|0
969|969|It's Peets. What else needs be said.|1
970|970|Great coffee, smooth|1
971|971|May not have really been the correct beans. Brewed up like cardboard!! This coffee should have been stronger than a pistol|0
972|972|Excellent|1
973|973|It stays the same yr after yr , with the bold flavor I enjoyed the first time I had it|1
974|974|The Caf'e Domingo is a great coffee - highly recommended for low acidity - the only problem is Peets NO LONGER HAS IT AVAILABLE - I called Peets and they informed me that it is now discontinued - what a shame as it was a great coffee|1
975|975|As advertised, an excellent Medium Roast coffee intended for a thank you package to the coffee lover...I bought several brands to say thank you for a deed well done and will post this review in each. This one was to represent the Pacific Northwest's love affair with whole bean coffees...dj|1
976|976|Forget about Starbucks (IMHO)...their coffee is typically too burnt tasting for my buds (maybe they over-roast?). Major Dickason is full-bodied with subtle layers of numerous tastes and aromas. It makes equally great moka espresso (using our 5-cup Bialetti) and auto-drip (using a brown no. 4 Melitta filter on our 12-cup Cuisinart).The only non-positive thing is that it's typically cheaper at our local store when it's on sale (which is often).Highly recommended, with the pricing caveat.Peet's spawned Starbucks (founded by former employees, I believe?...then it was bought by Howard Schultz in the 80's), but, in my opinion, Starbucks' quality doesn't match Peet's.|1
977|977|"I am on a quest to find the best decafe coffee and while this was OK, it wasn't my ""dream"" coffee.  Could not taste any mocca flavor but I use flavored creamer so it really did not matter that much.  I would love to find one that I could just drink with half and half or even black."|1
978|978|THIS IS MY FAVORITE COFFEE. THE REASON FOR THE MEDIOCRE REVIEW IS THAT BOTH BAGS CAME WITH THE VACUUM SEAL BROKEN. THEY WERE NOT BRICK SOLID AT ALL AS THEY ARE SUPPOSED TO BE. I ACTUALLY HAVE A SEAL TOOL AND WAS ABLE TO RE-SEAL THEM. I WON'T DO IT AGAIN THOUGH. NEXT TIME THEY WILL GO BACK!|0
979|979|I purchased this based on all the fabulous reviews. It's terrible, bitter coffee. I'm going to have to throw it away because I don't think I'll be able to drink it.|0
980|980|"Love Pete's Major Dickason's Blend.  It's the only coffee we buy.  However, we received product with expired ""Best Purchased by"" date.  This does not mean the coffee is rancid, but we would not have purchased if we knew it would arrive out of date."|0
981|981|I love this coffee|1
982|982|excellent coffee|1
983|983|How do I love thee? Let me count the ways:1) You are always roasted dark and rich without any hint of burnt beans (I am scowling at you Starbucks!)2) You go through our superautomatic espresso machine without clogging up the works3) You are so well balanced that my hubby likes you black and you are robust enough to withstand my cream and vanilla sugar4) You are priced right for how good you are and are on sale oftenThank you for waking us up with a smile on our faces!|1
984|984|Coffee tastes fine (nothing special), but the ground coffee itself has a terrible smell, in my opinion. It doesn't even smell like coffee...it smells borderline offensive but I can't identify exactly what it is about the smell that I don't like. I most likely wouldn't buy again.|0
985|985|Too expensive but very good coffee.|1
986|986|This is a phenomenal coffee - I am really impressed with the Peet's coffee, and usually don't opt for an Italian Roast because it is a little dark for my taste.  However, this coffee, freshly ground and sent through the AeroPress, was a phenomenal Italian Roast coffee...one of the best I've ever had of this variety.  Smoky and rich, but incredibly smooth! A++|1
